Dedo,Movimento,Repetição,Timestamp,Canal1,Canal2,Canal3,Canal4,Canal5,Canal6,Canal7,Canal8
1,Flexão,3,1759150219939936,2,4,4,-5,1,1,1,0
1,Flexão,3,1759150219940870,-2,-8,-3,-26,-25,-5,-2,-4
1,Flexão,3,1759150219940870,-2,-10,-20,-10,10,1,-3,-2
1,Flexão,3,1759150219953894,-1,4,1,7,8,-9,-5,-2
1,Flexão,3,1759150219953894,-2,-7,-8,-3,4,0,0,1
1,Flexão,3,1759150219955449,-2,0,10,24,8,-1,0,0
1,Flexão,3,1759150219955449,-1,2,0,-14,-15,-7,-2,0
1,Flexão,3,1759150219977129,-2,-11,-11,-23,-13,1,1,-3
1,Flexão,3,1759150219977129,-1,-3,1,12,18,5,-2,0
1,Flexão,3,1759150219978237,1,-1,1,-2,-13,-2,-2,1
1,Flexão,3,1759150219978237,0,-2,1,4,6,6,1,-1
1,Flexão,3,1759150220000452,-3,-6,-7,12,0,-1,-2,-1
1,Flexão,3,1759150220000452,0,8,5,0,5,-3,1,-1
1,Flexão,3,1759150220000452,-2,-1,-9,-18,-17,0,-1,-3
1,Flexão,3,1759150220000452,0,4,12,-12,-2,-1,1,1
1,Flexão,3,1759150220013600,-1,-3,-2,16,8,-2,-2,0
1,Flexão,3,1759150220013600,-1,1,6,11,2,-1,0,-2
1,Flexão,3,1759150220015106,-2,-1,-1,7,12,-1,-1,1
1,Flexão,3,1759150220015106,-4,-9,-9,-21,-3,2,-4,-1
1,Flexão,3,1759150220037147,2,6,7,16,1,-6,-2,1
1,Flexão,3,1759150220037147,-6,4,23,-6,-10,7,-1,-1
1,Flexão,3,1759150220038148,0,-3,-3,3,11,-10,-3,-2
1,Flexão,3,1759150220038148,-1,-2,0,3,-13,-7,-1,-1
1,Flexão,3,1759150220059485,-1,0,-8,-15,-11,-2,0,1
1,Flexão,3,1759150220059485,-2,-5,-9,5,9,2,-1,0
1,Flexão,3,1759150220060990,-4,-7,-1,5,-5,3,0,-1
1,Flexão,3,1759150220060990,1,3,6,-15,0,1,1,0
1,Flexão,3,1759150220074204,-2,-5,0,5,16,5,1,-2
1,Flexão,3,1759150220074204,-4,-11,-8,-2,-23,-14,-5,-4
1,Flexão,3,1759150220075204,0,-1,-6,-7,-7,2,1,1
1,Flexão,3,1759150220075204,0,-3,-11,11,11,-1,-3,-2
1,Flexão,3,1759150220097113,-2,6,19,-4,-8,-6,-1,-1
1,Flexão,3,1759150220097113,0,0,1,1,2,11,3,1
1,Flexão,3,1759150220097113,-1,2,2,2,4,-2,-3,-2
1,Flexão,3,1759150220097113,2,1,-4,10,23,5,4,4
1,Flexão,3,1759150220120523,-5,-12,-13,-16,-27,-15,-6,-2
1,Flexão,3,1759150220120523,3,8,1,3,13,3,1,2
1,Flexão,3,1759150220120523,-1,3,10,12,9,2,-1,-2
1,Flexão,3,1759150220120523,3,11,0,-12,-21,2,3,0
1,Flexão,3,1759150220134141,-3,-9,3,8,15,-2,-5,-2
1,Flexão,3,1759150220134141,-2,-7,-11,-22,-12,-6,-4,-2
1,Flexão,3,1759150220135141,2,4,-1,13,-2,4,2,2
1,Flexão,3,1759150220135141,-5,0,-1,-18,-19,-12,-5,-1
1,Flexão,3,1759150220156486,1,5,10,31,23,20,7,2
1,Flexão,3,1759150220156486,1,-2,-6,-2,-4,-9,1,0
1,Flexão,3,1759150220157483,-2,-4,-3,-21,-8,0,-1,0
1,Flexão,3,1759150220157483,-7,-13,-13,-11,-19,5,-3,-2
1,Flexão,3,1759150220180331,12,25,12,4,5,-5,4,5
